ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat,Great_GK,GK_already_saved_one
1949,376,Salah,L,no,central,Ingame,League,188,no,Goal,8,5,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,1,1,1,1,1,1,1,normal,no,3,normal,yes,Center,Club,League,63,Goal,Left,Red,Green,0,0,2,0,1,0,2,5,0,7,0,2,0,2,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,no,no
1950,377,Sallai,R,no,central,Ingame,League,196,no,null,null,null,null,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,5,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,League,22,null,null,Red,Blue,1,0,2,0,1,0,0,0,0,15,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,yes,no
1951,378,Salpingidis,R,jumping on spot,central,Ingame,EM,193,no,null,null,null,Quarter-Final,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,strong,no,4,normal,yes,null,National Team,EM,89,null,null,Blue,Red,1,2,2,0,0,0,0,0,0,12,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no
1952,379,Samaras,R,step forward,central,Ingame,WM,180,yes,null,null,null,Group,null,ST,moving,0.058415592,0.106060606,0.029832365,0.152297476,0.218858913,0.166593196,3,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,90,null,null,White,Black,1,2,2,0,0,1,0,0,1,1,0,1,0,2,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no,no
1953,380,Sanches,R,no,central,Shootout,EM,190,no,null,null,null,Quarter-Final,Goal,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,EM,null,null,null,Red,Yellow,1,0,2,1,0,0,0,0,0,9,0,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,no,no
1954,380,Sanches,R,no,central,Ingame,Cup,194,no,Goal,1,1,2,null,MF,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,1,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,Cup,23,null,null,Red,Orange,1,0,2,0,0,0,2,1,0,13,0,2,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,no,no
1955,381,Sánchez,R,no,central,Shootout,WM,186,no,null,null,null,last sixteen,Missed,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,yes,4,important,yes,null,National Team,WM,null,null,null,Red,Grey,1,0,2,1,0,0,0,0,0,5,0,2,2,2,1,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,no
1956,382,Sancho,R,no,central,Ingame,Cup,196,no,null,null,null,1,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,2,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,14,null,null,Yellow,Green,1,0,2,0,0,0,0,0,0,15,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1957,382,Sancho,R,no,central,Ingame,UCL,191,no,Goal,5,2,Group,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,UCL,78,null,null,Yellow,Green,1,0,2,0,0,0,2,2,1,10,0,2,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1958,382,Sancho,R,no,central,Ingame,League,185,no,Goal,9,6,null,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,58,Goal,Right,Yellow,Blue,1,0,2,0,1,0,2,6,0,4,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,no,no
1959,382,Sancho,R,no,central,Shootout,EM,196,no,Goal,9,6,Final,Goal,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,yes,5,unimportant,yes,Left,National Team,EM,null,Goal,Left,White,Yellow,1,0,2,1,0,0,2,6,0,15,0,2,1,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,yes,no
1960,383,Sarpei,R,jumping on spot,central,Shootout,Cup,187,no,null,null,null,2,Goal,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,null,null,null,White,Orange,1,2,2,1,0,0,0,0,0,6,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,no,no
1961,384,Sassi,R,no,central,Ingame,WM,185,no,null,null,null,Group,null,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,normal,no,3,normal,no,null,National Team,WM,35,null,null,White,Yellow,1,0,2,0,0,0,0,0,1,4,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,no,no
1962,385,Saúl Niguez,L,no,central,Shootout,UCL,189,no,null,null,null,last sixteen,Goal,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,yes,4,normal,no,null,Club,UCL,null,null,null,Red-White,Green,0,0,2,1,0,0,0,0,0,8,0,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1963,385,Saúl Niguez,L,no,central,Shootout,UCL,185,no,Goal,6,6,Final,Goal,MF,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,4,1,1,1,1,1,1,normal,no,5,normal,yes,Right,Club,UCL,null,null,null,Red-White,Black,0,0,2,1,0,0,2,6,0,4,0,2,1,2,0,1,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,yes,no
1964,385,Saúl Niguez,L,no,central,Ingame,Cup,184,no,Goal,7,4,4,null,MF,still,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,Cup,29,Goal,Right,Black,Blue,0,0,2,0,0,0,2,4,0,3,0,2,0,2,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,no,no
1965,385,Saúl Niguez,L,no,central,Ingame,League,191,no,Goal,4,4,null,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,50,Goal,Right,Red-White,Yellow,0,0,2,0,1,0,2,4,0,10,0,2,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,no,no
1966,385,Saúl Niguez,L,no,central,Shootout,Cup,199,no,Saved,9,6,Final,Goal,MF,still,0.070700075,0.113257576,0.03610595,0.184324811,0.264883758,0.201626843,4,1,1,1,1,1,1,normal,no,4,normal,yes,Right,Club,Cup,null,Goal,Left,Red-White,Black,0,0,2,1,0,0,1,6,0,16,0,2,1,2,0,1,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,yes,no
1967,385,Saúl Niguez,L,jumping left and right,central,Ingame,League,187,no,Missed,7,4,null,null,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6,1,1,1,1,1,1,normal,no,3,normal,yes,Right,Club,League,19,Saved,Right,Red-White,Grey,0,4,2,0,1,0,1,4,0,6,0,1,0,2,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,yes,no
1968,385,Saúl Niguez,L,jumping on spot,central,Ingame,League,187,no,Goal,9,6,null,null,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,6,1,1,1,1,1,1,normal,yes,3,normal,yes,Left,Club,League,62,Missed,Right,Red-White,Grey,0,2,2,0,1,0,2,6,0,6,0,1,0,2,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,yes,no
1969,385,Saúl Niguez,L,no,central,Ingame,League,191,no,Goal,9,6,null,null,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,6,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,League,16,Goal,Left,Red-White,Grey,0,0,2,0,1,0,2,6,0,10,0,2,0,2,1,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1970,386,Scamacca,R,no,central,Ingame,League,188,no,null,null,null,null,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,2,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,League,80,null,null,Black,Red,1,0,2,0,1,0,0,0,0,7,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,no,no
1971,387,Schär,R,no,central,Shootout,EM,190,no,null,null,null,last sixteen,Goal,DF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,EM,null,null,null,Red,Green,1,0,2,1,0,0,0,0,0,9,1,2,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
1972,387,Schär,R,jumping on spot,central,Shootout,EM,188,no,null,null,null,last sixteen,Goal,DF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,3,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,EM,null,null,null,White,Yellow,1,2,2,1,0,0,0,0,0,7,1,1,1,2,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,yes,no
1973,387,Schär,R,jumping left and right,slightly left,Shootout,EM,190,no,Goal,6,3,Quarter-Final,Goal,DF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,yes,4,normal,yes,Left,National Team,EM,null,null,null,Red,Black,1,4,1,1,0,0,2,3,0,9,1,1,1,2,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,no,no
1974,388,Schick,L,jumping on spot,central,Ingame,EM,188,no,null,null,null,Group,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,no,3,normal,no,null,National Team,EM,37,null,null,White,Green,0,2,2,0,0,0,0,0,1,7,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
1975,389,Schlüter,L,jumping on spot,central,Shootout,Cup,189,no,null,null,null,1,Goal,DF,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,3,1,1,1,1,1,1,normal,yes,3,normal,no,null,Club,Cup,null,null,null,White,Blue,0,2,2,1,0,0,0,0,0,8,1,1,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,no,no
1976,390,Schöne,R,no,central,Shootout,WM,191,no,null,null,null,last sixteen,Goal,MF,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,1,1,1,1,1,1,1,normal,yes,4,normal,no,null,National Team,WM,null,null,null,White,Green,1,0,2,1,0,0,0,0,0,10,0,2,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,yes,no
1977,391,Schorch,R,no,central,Shootout,Cup,192,yes,null,null,null,Quarter-Final,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,4,normal,no,null,Club,Cup,null,null,null,Blue,Yellow,1,0,2,1,0,1,0,0,0,11,1,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,no
1978,392,Schweinsteiger,R,no,central,Shootout,EM,192,yes,null,null,null,Quarter-Final,Saved,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,1,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,EM,null,null,null,White,Red,1,0,2,1,0,1,0,0,0,11,0,2,2,2,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,yes,no
1979,393,Scotti,R,step forward,central,Shootout,WM,183,no,null,null,null,Quarter-Final,Goal,DF,moving,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,5,1,1,1,1,1,1,strong,no,4,normal,no,null,National Team,WM,null,null,null,Blue,Black,1,2,2,1,0,0,0,0,0,2,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
1980,394,Seguin,R,jumping on spot,central,Ingame,Cup,187,yes,null,null,null,2,null,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,normal,yes,3,normal,no,null,Club,Cup,90,null,null,White,Orange,1,2,2,0,0,1,0,0,0,6,0,1,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,no,no
1981,394,Seguin,R,jumping on spot,central,Shootout,Cup,187,no,Saved,4,4,2,Goal,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,Cup,null,null,null,White,Orange,1,2,2,1,0,0,1,4,0,6,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,no,yes
1982,395,Selke,R,jumping on spot,central,Shootout,Cup,185,yes,null,null,null,2,Goal,ST,moving,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,5,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,Cup,null,null,null,Blue-White,Green,1,2,2,1,0,1,0,0,0,4,0,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1983,395,Selke,R,no,central,Ingame,League,189,no,Goal,8,5,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,3,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,10,null,null,Black,Yellow,1,0,2,0,1,0,2,5,0,8,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,no,no
1984,396,Senna,R,links geneigt,central,Shootout,EM,192,no,null,null,null,Quarter-Final,null,MF,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,2,1,1,1,1,1,1,normal,no,4,normal,yes,null,National Team,EM,null,null,null,Red,Green,1,1,2,1,0,0,0,0,0,11,0,1,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,yes,no
1985,397,Sentürk,R,step right,clearly right,Shootout,EM,193,no,null,null,null,Quarter-Final,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,EM,null,null,null,Red,Green,1,3,3,1,0,0,0,0,0,12,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
1986,398,Serra,L,jumping on spot,central,Shootout,Cup,193,no,null,null,null,2,Goal,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,3,normal,yes,null,Club,Cup,null,null,null,Black,Green,0,2,2,1,0,0,0,0,0,12,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,yes,no
1987,399,Sessegnon,L,jumping on spot,central,Shootout,Cup,187,no,null,null,null,2,Goal,MF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,3,1,1,1,1,1,1,strong,no,3,normal,no,null,Club,Cup,null,null,null,Blue,Green,0,2,2,1,0,0,0,0,0,6,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1988,400,Shaqiri,L,no,central,Shootout,EM,190,no,null,null,null,last sixteen,Goal,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,no,4,unimportant,no,null,National Team,EM,null,null,null,Red,Green,0,0,2,1,0,0,0,0,0,9,0,2,1,2,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
1989,401,Shaw,L,no,central,Shootout,EL,189,yes,null,null,null,Final,Goal,DF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,yes,5,normal,yes,null,Club,EL,null,null,null,Red,Orange,0,0,2,1,0,1,0,0,0,8,1,2,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,no,no
1990,402,Shevchenko,R,links geneigt,central,Ingame,WM,188,no,null,null,null,Group,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,5,1,1,1,1,1,1,normal,no,4,important,no,null,National Team,WM,70,null,null,Yellow,Green,1,1,2,0,0,0,0,0,1,7,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1991,402,Shevchenko,R,no,central,Shootout,WM,197,no,Goal,5,5,last sixteen,null,ST,still,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,4,1,1,1,1,1,1,normal,yes,4,normal,no,Left,National Team,WM,null,null,null,Yellow,Blue,1,0,2,1,0,0,2,5,0,16,0,2,0,2,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no
1992,403,Sigurdsson,R,links geneigt,central,Ingame,EM,190,no,null,null,null,Group,null,MF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,3,normal,no,null,National Team,EM,39,null,null,Blue,Green,1,1,2,0,0,0,0,0,1,9,0,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
1993,403,Sigurdsson,R,no,central,Ingame,WM,196,no,null,null,null,Group,null,MF,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,3,1,1,1,1,1,1,normal,no,3,normal,no,null,National Team,WM,83,null,null,Blue,Red,1,0,2,0,0,0,0,0,1,15,0,2,0,2,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
1994,403,Sigurdsson,R,no,central,Ingame,WM,201,no,Missed,3,3,Group,null,MF,still,0.071993178,0.114015152,0.036766327,0.187696109,0.269728478,0.205314596,2,1,1,1,1,1,1,normal,no,4,normal,no,Left,National Team,WM,76,null,null,White,Green,1,0,2,0,0,0,1,3,1,16,0,2,0,2,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
1995,404,Silva,R,no,central,Ingame,WM,196,no,null,null,null,Group,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,no,3,normal,no,null,National Team,WM,55,null,null,Red,Green,1,0,2,0,0,0,0,0,1,15,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
1996,404,Silva,R,step right,central,Ingame,League,186,no,Goal,9,6,null,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,59,null,null,Blue-White,Grey,1,3,2,0,1,0,2,6,0,5,0,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
1997,404,Silva,R,no,central,Ingame,League,192,no,Goal,7,4,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,3,1,1,1,1,1,1,strong,no,3,unimportant,no,Left,Club,League,24,Goal,Left,Blue-White,Red,1,0,2,0,1,0,2,4,0,11,0,2,0,1,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
1998,404,Silva,R,null,0,Ingame,League,190,no,Goal,6,3,null,null,ST,null,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,null,yes,3,unimportant,no,Right,Club,League,5,Goal,Left,Blue-White,Green,1,0,0,0,1,0,2,3,0,9,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
1999,404,Silva,R,links geneigt,central,Ingame,League,189,no,Saved,7,4,null,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,no,3,unimportant,no,Left,Club,League,37,Goal,Right,Blue-White,Yellow,1,1,2,0,1,0,1,4,0,8,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,no,no
2000,404,Silva,R,jumping on spot,central,Ingame,League,184,no,Goal,9,6,null,null,ST,moving,0.061001799,0.107575758,0.03115312,0.159040073,0.228548354,0.173968701,6,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,60,Saved,Left,Yellow,Red,1,2,2,0,1,0,2,6,0,3,0,1,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,no,no
2001,404,Silva,R,no,central,Ingame,UCL-Quali,191,no,Saved,9,6,null,null,ST,still,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,1,1,1,1,1,1,1,strong,no,3,unimportant,no,Right,Club,UCL-Quali,61,Goal,Left,Blue-White,Green,1,0,2,0,0,0,1,6,0,10,0,2,0,1,0,3,0,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
2002,404,Silva,R,jumping on spot,slightly left,Ingame,League,186,no,Goal,1,1,null,null,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,4,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,41,Saved,Right,Blue-White,Green,1,2,1,0,1,0,2,1,0,5,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,no,no
2003,404,Silva,R,step forward,slightly right,Ingame,UCL,188,yes,Goal,7,4,Group,null,ST,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,UCL,90,Goal,Left,Yellow,White,1,2,3,0,0,1,2,4,1,7,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
2004,404,Silva,R,no,central,Shootout,Cup,187,no,Goal,9,6,4,Missed,ST,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,normal,yes,3,important,no,Left,Club,Cup,null,Goal,Left,Blue-White,Yellow,1,0,2,1,0,0,2,6,0,6,0,2,2,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,no,no
2005,404,Silva,R,no,central,Ingame,League,190,no,Saved,4,4,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,yes,3,normal,no,Left,Club,League,35,Goal,Left,Blue-White,Red,1,0,2,0,1,0,1,4,0,9,0,2,0,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
2006,404,Silva,R,links geneigt,central,Ingame,UCL,193,no,Saved,9,6,Group,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,4,normal,no,Right,Club,UCL,64,Saved,Left,Blue-White,Black,1,1,2,0,0,0,1,6,1,12,0,1,0,2,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,no,no
2007,404,Silva,R,no,central,Ingame,League,194,no,Goal,9,6,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,4,Saved,Right,Blue-White,Red,1,0,2,0,1,0,2,6,0,13,0,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,no,no
2008,404,Silva,R,no,central,Ingame,League,185,no,Goal,9,6,null,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,5,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,League,82,Goal,Left,Blue-White,Green,1,0,2,0,1,0,2,6,0,4,0,2,0,2,0,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
2009,404,Silva,R,jumping on spot,central,Ingame,League,183,no,Goal,5,5,null,null,ST,moving,0.060355247,0.10719697,0.030822931,0.157354424,0.226125994,0.172124825,1,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,43,Goal,Right,Blue-White,Red,1,2,2,0,1,0,2,5,0,2,0,1,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
