ID,playerid,name,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat,Great_GK,GK_already_saved_one
53,6,Agüero,R,jumping on spot,central,Shootout,Cup,190,yes,Goal,9,6,last sixteen,Saved,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3,1,1,1,1,1,1,weak,no,3,important,no,Left,Club,Cup,null,Saved,Left,Blue,Black,1,2,2,1,0,1,2,6,0,9,0,1,2,3,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,no,no
54,6,Agüero,R,no,central,Ingame,League,196,no,Goal,3,3,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,50,Goal,Left,Blue,Red,1,0,2,0,1,0,2,3,0,15,0,2,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,yes,no
55,6,Agüero,R,step left,central,Ingame,League,195,no,Goal,9,6,null,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,weak,no,3,normal,no,Left,Club,League,47,Goal,Left,Blue,Orange,1,1,2,0,1,0,2,6,0,14,0,1,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,no,no
56,6,Agüero,R,jumping left and right,central,Ingame,UCL,190,no,Goal,9,6,Group,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3,1,1,1,1,1,1,strong,no,2,normal,no,Left,Club,UCL,90,Goal,Left,Blue,Green,1,4,2,0,0,0,2,6,1,9,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,yes
57,6,Agüero,R,no,central,Ingame,League,190,no,Goal,3,3,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1,1,1,1,1,1,1,normal,no,3,normal,no,Center,Club,League,63,Goal,Left,Blue,Orange,1,0,2,0,1,0,2,3,0,9,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,no,no
58,6,Agüero,R,no,central,Ingame,Cup,198,no,Goal,4,1,4,null,ST,still,0.070053523,0.112878788,0.035775761,0.182639162,0.262461397,0.199782967,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,Cup,85,Goal,Center,Blue,Yellow,1,0,2,0,0,0,2,1,0,16,0,2,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,no,no
59,6,Agüero,R,no,central,Ingame,League,186,no,Goal,9,6,null,null,ST,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6,1,1,1,1,1,1,normal,no,3,important,yes,Left,Club,League,56,Goal,Left,Blue,Green,1,0,2,0,1,0,2,6,0,5,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
60,6,Agüero,R,jumping on spot,central,Shootout,Cup,186,no,Goal,9,6,Final,Goal,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,6,1,1,1,1,1,1,normal,yes,4,important,yes,Left,Club,Cup,null,Goal,Left,Blue,Green,1,2,2,1,0,0,2,6,0,5,0,1,1,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
61,6,Agüero,R,no,central,Ingame,League,190,no,Goal,9,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,59,Goal,Left,Blue,Green,1,0,2,0,1,0,2,6,0,9,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,no,no
62,6,Agüero,R,jumping on spot,central,Ingame,UCL,196,no,Goal,9,6,last sixteen,null,ST,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,2,1,1,1,1,1,1,weak,no,4,normal,no,Left,Club,UCL,35,Goal,Right,Blue,Blue,1,2,2,0,0,0,2,6,0,15,0,1,0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,yes,no
63,6,Agüero,R,no,central,Ingame,Cup,190,no,Goal,2,2,Quarter-Final,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,4,normal,no,Right,Club,Cup,78,Goal,Left,Purple,Green,1,0,2,0,0,0,2,2,0,9,0,2,0,2,0,1,0,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,no,no
64,6,Agüero,R,no,central,Ingame,UCL,188,no,Missed,7,4,Quarter-Final,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6,1,1,1,1,1,1,normal,yes,4,normal,no,Left,Club,UCL,13,Goal,Right,Purple,Yellow,1,0,2,0,0,0,1,4,0,7,0,2,0,2,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,yes,yes
65,6,Agüero,R,no,central,Ingame,League,190,no,Saved,6,6,null,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,86,Missed,Left,Black,Green,1,0,2,0,1,0,1,6,0,9,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,no,no
66,6,Agüero,R,no,central,Ingame,League,193,no,Goal,7,4,null,null,ST,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,League,7,Saved,Right,Blue,Red,1,0,2,0,1,0,2,4,0,12,0,2,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,no,no
67,6,Agüero,R,no,central,Ingame,UCL,194,no,Goal,7,4,Group,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,UCL,38,Goal,Right,Blue,Red,1,0,2,0,0,0,2,4,1,13,0,2,0,1,0,2,0,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,no,no
68,6,Agüero,R,no,central,Ingame,League,189,no,Goal,7,4,null,null,ST,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,5,1,1,1,1,1,1,strong,yes,4,important,no,Left,Club,League,62,Goal,Right,Yellow,Black,1,0,2,0,1,0,2,4,0,8,0,2,0,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,yes,no
69,6,Agüero,R,no,central,Ingame,UCL,188,no,Saved,8,5,Group,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,strong,yes,3,normal,no,Left,Club,UCL,20,Goal,Left,Blue,Pink,1,0,2,0,0,0,1,5,1,7,0,2,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,no,no
70,6,Agüero,R,step left,central,Ingame,League,195,no,Goal,7,4,null,null,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,4,1,1,1,1,1,1,strong,no,3,important,no,Left,Club,League,60,Saved,Left,Black,Yellow,1,1,2,0,1,0,2,4,0,14,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,3,no,no
71,6,Agüero,R,jumping on spot,central,Ingame,League,197,no,Goal,7,4,null,null,ST,moving,0.069406971,0.1125,0.035445573,0.180953513,0.260039037,0.197939091,5,1,1,1,1,1,1,weak,yes,2,unimportant,yes,Left,Club,League,45,Goal,Left,Blue,Orange,1,2,2,0,1,0,2,4,0,16,0,1,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,no,no
72,7,Aiyegbeni,R,rechts geneigt,central,Ingame,WM,191,no,null,null,null,Group,null,ST,moving,0.065527661,0.110227273,0.033464441,0.170839617,0.245504876,0.186875834,4,1,1,1,1,1,1,normal,no,4,important,no,null,National Team,WM,69,null,null,Green,Black,1,3,2,0,0,0,0,0,1,10,0,1,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,no,no
73,8,Ajani,R,no,central,Shootout,Cup,192,yes,null,null,null,1,Saved,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,no,3,important,no,null,Club,Cup,null,null,null,Red-Black,Yellow,1,0,2,1,0,1,0,0,0,11,1,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,no
74,9,Akanji,R,jumping on spot,clearly right,Shootout,EM,188,no,null,null,null,last sixteen,Goal,DF,moving,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,no,4,important,yes,null,National Team,EM,null,null,null,White,Yellow,1,2,3,1,0,0,0,0,0,7,1,1,1,2,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,yes,no
75,9,Akanji,R,jumping left and right,central,Shootout,EM,190,no,Goal,7,4,Quarter-Final,Saved,DF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,yes,4,important,yes,Center,National Team,EM,null,null,null,Red,Black,1,4,2,1,0,0,2,4,0,9,1,1,2,2,1,2,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,no,no
76,10,Akpoguma,R,jumping on spot,central,Shootout,Cup,187,no,null,null,null,2,Missed,DF,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,2,1,1,1,1,1,1,normal,no,3,important,no,null,Club,Cup,null,null,null,Blue,Green,1,2,2,1,0,0,0,0,0,6,1,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
77,11,Alaba,L,jumping on spot,central,Shootout,Cup,190,no,null,null,null,2,Goal,DF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,no,3,important,no,null,Club,Cup,null,null,null,Red,Yellow,0,2,2,1,0,0,0,0,0,9,1,1,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,no,no
78,12,Alario,R,no,central,Ingame,Cup,185,no,null,null,null,1,null,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,2,1,1,1,1,1,1,strong,no,3,important,no,null,Club,Cup,27,null,null,White,Green,1,0,2,0,0,0,0,0,0,4,0,2,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
79,12,Alario,R,no,central,Ingame,EL,188,no,Goal,5,2,Group,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,6,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,EL,41,null,null,Black,Green,1,0,2,0,0,0,2,2,1,7,0,2,0,2,0,2,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,no,no
80,12,Alario,R,no,central,Ingame,League,192,no,Goal,9,6,null,null,ST,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,normal,no,3,normal,no,Center,Club,League,89,Goal,Right,Red,Yellow,1,0,2,0,1,0,2,6,0,11,0,2,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,no,no
81,12,Alario,R,jumping on spot,central,Ingame,League,190,no,Goal,9,6,null,null,ST,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,16,Goal,Center,Black,blue,1,2,2,0,1,0,2,6,0,9,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,no,no
82,12,Alario,R,jumping on spot,central,Ingame,League,187,no,Goal,9,6,null,null,ST,moving,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,90,Goal,Right,Black,Blue,1,2,2,0,1,0,2,6,0,6,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,1,no,no
83,12,Alario,R,jumping on spot,central,Ingame,Cup,189,no,Goal,7,4,2,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,Cup,27,Goal,Right,Black,Red,1,2,2,0,0,0,2,4,0,8,0,1,0,2,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,1,no,no
84,13,Albers,R,jumping on spot,central,Shootout,Cup,192,no,null,null,null,last sixteen,Goal,ST,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,yes,3,normal,no,null,Club,Cup,null,null,null,White,Black,1,2,2,1,0,0,0,0,0,11,0,1,1,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,no,no
85,14,Alberto Moreno,L,no,central,Shootout,EL,192,no,null,null,null,Final,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,normal,no,5,normal,yes,null,Club,EL,null,null,null,Yellow,Black,0,0,2,1,0,0,0,0,0,11,1,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
86,15,Albiol,R,no,central,Shootout,EL,192,no,null,null,null,Final,Goal,DF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,6,1,1,1,1,1,1,normal,no,5,normal,yes,null,Club,EL,null,null,null,Yellow,Black,1,0,2,1,0,0,0,0,0,11,1,2,1,2,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
87,16,Alcácer,R,jumping on spot,central,Ingame,UCL,194,no,null,null,null,Group,null,ST,moving,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,2,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,UCL,69,null,null,Yellow,Blue,1,2,2,0,0,0,0,0,1,13,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no
88,16,Alcácer,R,no,central,Shootout,Cup,196,no,Missed,2,2,last sixteen,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,Cup,null,null,null,Yellow,Red,1,0,2,1,0,0,1,2,0,15,0,2,0,2,1,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,no,no
89,16,Alcácer,R,jumping on spot,central,Ingame,League,189,no,Saved,9,6,null,null,ST,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,2,1,1,1,1,1,1,normal,no,3,unimportant,no,Right,Club,League,87,Missed,Right,Yellow,White,1,2,2,0,1,0,1,6,0,8,0,1,0,2,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,no,no
90,16,Alcácer,R,jumping on spot,central,Shootout,EL,192,no,null,null,null,Final,Goal,ST,moving,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,4,1,1,1,1,1,1,normal,yes,5,normal,yes,null,Club,EL,null,Saved,Right,Yellow,Black,1,2,2,1,0,0,0,0,0,11,0,1,1,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,3,no,no
91,17,Al-Faraj,L,no,central,Ingame,WM,188,no,null,null,null,Group,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,no,2,normal,no,null,Club,WM,45,null,null,Green,Blue,0,0,2,0,0,0,0,0,1,7,0,2,0,2,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,no,no
92,18,Alioski,L,jumping left and right,central,Ingame,EM,196,no,null,null,null,Group,null,DF,moving,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,6,1,1,1,1,1,1,normal,yes,3,important,no,null,National Team,EM,57,null,null,Red,Green,0,4,2,0,0,0,0,0,1,15,1,1,0,2,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
93,19,Al-Muwallad,R,no,central,Ingame,WM,188,no,null,null,null,Group,null,ST,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,4,1,1,1,1,1,1,normal,yes,2,important,no,null,Club,WM,41,null,null,Green,Blue,1,0,2,0,0,0,0,0,1,7,0,2,0,2,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,no,no
94,20,Alonso,R,no,central,Ingame,WM,187,no,null,null,null,Group,null,MF,still,0.062941454,0.108712121,0.032143686,0.164097021,0.235815435,0.179500329,4,1,1,1,1,1,1,normal,no,3,unimportant,yes,null,National Team,WM,27,null,null,White,Green,1,0,2,0,0,0,0,0,1,6,0,2,0,2,0,3,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
95,21,Altintop,R,no,central,Shootout,EM,193,no,null,null,null,Quarter-Final,null,MF,still,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,6,1,1,1,1,1,1,normal,no,4,important,no,null,National Team,EM,null,null,null,Red,Green,1,0,2,1,0,0,0,0,0,12,0,2,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
96,22,Ampomah,R,no,central,Shootout,Cup,190,yes,null,null,null,Quarter-Final,Goal,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,4,normal,no,null,Club,Cup,null,null,null,White,Green,1,0,2,1,0,1,0,0,0,9,0,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
97,23,Amrabat,R,jumping on spot,central,Ingame,League,193,no,null,null,null,null,null,MF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,strong,no,2,normal,no,null,Club,League,39,null,null,Blue,Green,1,2,2,0,1,0,0,0,0,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
98,24,Andersson,R,no,central,Ingame,League,196,no,null,null,null,null,null,ST,still,0.068760419,0.112121212,0.035115384,0.179267863,0.257616677,0.196095215,2,1,1,1,1,1,1,normal,no,3,important,no,null,Club,League,14,null,null,Red,Yellow,1,0,2,0,1,0,0,0,0,15,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,no,no
99,24,Andersson,R,jumping on spot,central,Ingame,League,193,no,Goal,2,2,null,null,ST,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,normal,yes,3,important,yes,Left,Club,League,58,null,null,White,Green,1,2,2,0,1,0,2,2,0,12,0,1,0,2,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,yes,no
100,24,Andersson,R,no,central,Ingame,League,194,no,Saved,7,4,null,null,ST,still,0.067467316,0.111363636,0.034455007,0.175896565,0.252771956,0.192407463,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,23,Goal,Left,Red,Yellow,1,0,2,0,1,0,1,4,0,13,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,no,no
101,25,Andrist,R,no,central,Shootout,Cup,192,no,null,null,null,Quarter-Final,Saved,MF,still,0.066174213,0.110606061,0.033794629,0.172525267,0.247927236,0.18871971,1,1,1,1,1,1,1,normal,no,4,normal,no,null,Club,Cup,null,null,null,Blue,Yellow,1,0,2,1,0,0,0,0,0,11,0,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,no
102,26,Ansarifard,R,no,central,Ingame,WM,190,no,null,null,null,Group,null,ST,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,3,1,1,1,1,1,1,normal,no,4,important,yes,null,National Team,WM,90,null,null,White,Green,1,0,2,0,0,0,0,0,1,9,0,2,0,2,0,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
103,27,Appiah,R,no,central,Ingame,WM,188,no,null,null,null,Group,null,MF,still,0.063588006,0.109090909,0.032473875,0.16578267,0.238237795,0.181344206,1,1,1,1,1,1,1,normal,no,4,normal,no,null,National Team,WM,45,null,null,Red,Green,1,0,2,0,0,0,0,0,1,7,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,no,no
104,27,Appiah,R,no,central,Shootout,WM,190,no,null,null,null,Quarter-Final,Goal,MF,still,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,1,1,1,1,1,1,1,normal,yes,4,normal,no,null,National Team,WM,null,null,null,Red,Yellow,1,0,2,1,0,0,0,0,0,9,0,2,1,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,no,no
105,28,Aránguiz,R,no,central,Shootout,WM,186,no,null,null,null,last sixteen,Goal,MF,still,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,3,1,1,1,1,1,1,normal,no,4,important,yes,null,National Team,WM,null,null,null,Red,Grey,1,0,2,1,0,0,0,0,0,5,0,2,1,2,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,yes,no
106,29,Arokodare,R,jumping on spot,central,Shootout,Cup,195,no,null,null,null,last sixteen,Goal,ST,moving,0.068113868,0.111742424,0.034785195,0.177582214,0.255194317,0.194251339,6,1,1,1,1,1,1,normal,no,3,unimportant,no,null,Club,Cup,null,null,null,Yellow,Blue,1,2,2,1,0,0,0,0,0,14,0,1,1,2,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no
107,30,Arslan,R,jumping on spot,central,Shootout,Cup,193,no,null,null,null,2,Goal,MF,moving,0.066820764,0.110984848,0.034124818,0.174210916,0.250349596,0.190563586,4,1,1,1,1,1,1,strong,no,3,normal,yes,null,Club,Cup,null,null,null,Black,Green,1,2,2,1,0,0,0,0,0,12,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,yes,no
108,31,Aspas,L,step right,slightly right,Shootout,WM,186,yes,null,null,null,last sixteen,Goal,ST,moving,0.062294902,0.108333333,0.031813497,0.162411371,0.233393074,0.177656453,5,1,1,1,1,1,1,normal,yes,4,normal,no,null,National Team,WM,null,null,null,Red,Blue,0,3,3,1,0,1,0,0,0,5,0,1,1,2,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,no,no
109,32,Ayala,R,jumping on spot,slightly right,Shootout,WM,190,no,null,null,null,Quarter-Final,Goal,MF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,6,1,1,1,1,1,1,weak,yes,4,normal,yes,null,National Team,WM,null,null,null,Blue,Blue,1,2,3,1,0,0,0,0,0,9,0,1,1,3,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,no,no
110,33,Ayhan,R,jumping on spot,central,Shootout,Cup,190,no,null,null,null,Quarter-Final,Saved,DF,moving,0.064881109,0.109848485,0.033134252,0.169153968,0.243082515,0.185031958,4,1,1,1,1,1,1,normal,no,4,important,no,null,Club,Cup,null,null,null,White,Green,1,2,2,1,0,0,0,0,0,9,1,1,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,no,no
111,34,Azpilicueta,R,jumping on spot,central,Shootout,EL,189,no,null,null,null,Semi-Final,Goal,DF,moving,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,6,1,1,1,1,1,1,normal,yes,5,unimportant,no,null,Club,EL,null,null,null,Blue,Yellow,1,2,2,1,0,0,0,0,0,8,1,1,1,2,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,no,no
112,35,Bacca,R,no,central,Shootout,WM,185,no,null,null,null,last sixteen,Goal,ST,still,0.06164835,0.107954545,0.031483309,0.160725722,0.230970714,0.175812577,1,1,1,1,1,1,1,normal,yes,4,important,yes,null,National Team,WM,null,null,null,Yellow,Green,1,0,2,1,0,0,0,0,0,4,0,2,1,2,1,2,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,no,no
113,36,Badelj,R,no,central,Shootout,WM,189,no,null,null,null,last sixteen,Saved,MF,still,0.064234557,0.109469697,0.032804063,0.167468319,0.240660155,0.183188082,4,1,1,1,1,1,1,normal,yes,4,important,no,null,National Team,WM,null,null,null,Black,Yellow,1,0,2,1,0,0,0,0,0,8,0,2,2,2,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,yes,no
