ID,playerid,name,Playerfit,foot,moveGK,GKS,Ingso,Competetion,HeiGK,Dec,lpbg,la9,la6,rnoGroup,Solsbgopponent,positiondef,nmovGK,SRGK1,SRGK2,SRGK3,SRGK4,SRGK5,SRGK6,Choice,av_1,av_2,av_3,av_4,av_5,av_6,Shothardness,tappedtheball,ImportantnessGame,Importantnessgamegrouped,specialMatch,lastGKdive,CluborNationalTeam,competition,Minute,secondlastpenalty,secondlastGKdive,JColourPlayer,JColourGK,Great GK?,Status,Great_GK,foot_cat,mvmtGK_cat,standposGK_cat,ingameshoot_cat,compleague_cat,decider_cat,lastpenaltygoal_cat,lastpenaldir_cat,roundnogroup_cat,heightGK_cat,posdef_cat,GKmvmttyp_cat,opplstpengoal_cat,shothardness_cat,tappedball_cat,gameimportance_cat,specialmatch_cat,lastGKdive_cat,clubornational_cat,compCup_cat,compECC_cat,compNational_cat,compQuali_cat,jerseygreyGK_cat,jerseyredGK_cat,jerseyblackGK_cat,jerseyblueGK_cat,jerseygreenGK_cat,jerseyyellowGK_cat,jerseyorangeGK_cat,jerseygoldPL_cat,jerseyblackPL_cat,jerseywhitePL_cat,jerseypinkPL_cat,jerseypurplePL_cat,jerseyredPL_cat,jerseygreenPL_cat,secondlastGKdivedir_cat,secondlastpen_cat
1206,274,Lukaku,3,L,no,central,Shootout,Cup,191,no,Goal,9,6,last sixteen,Saved,ST,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,4,1,1,1,1,1,1,normal,no,2,important,no,Right,Club,Cup,null,Goal,Left,Blue,Black,no,Goal,no,0,0,2,1,0,0,2,6,0,10,0,2,2,2,0,2,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1207,274,Lukaku,3,L,no,central,Ingame,League,196,no,Goal,7,4,null,null,ST,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,5,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,11,Goal,Right,Blue,Green,no,Goal,no,0,0,2,0,1,0,2,4,0,15,0,2,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
1208,274,Lukaku,3,L,step forward,central,Ingame,League,190,no,Goal,8,5,null,null,ST,moving,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,4,1,1,1,1,1,1,normal,yes,3,unimportant,no,Left,Club,League,69,Goal,Right,Blue,Green,no,Saved,no,0,2,2,0,1,0,2,5,0,9,0,1,0,2,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
1209,274,Lukaku,3,L,no,central,Ingame,Cup,192,no,Saved,7,4,Semi-Final,null,ST,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,4,1,1,1,1,1,1,normal,yes,4,important,yes,Left,Club,Cup,57,Goal,Left,Blue,Green,no,Saved,no,0,0,2,0,0,0,1,4,0,11,0,2,0,2,1,2,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1210,274,Lukaku,3,L,no,central,Ingame,League,196,no,Saved,7,4,null,null,ST,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,4,1,1,1,1,1,1,strong,no,2,normal,no,Left,Club,League,58,Saved,Left,Blue,Black,yes,Goal,yes,0,0,2,0,1,0,1,4,0,15,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3
1211,274,Lukaku,3,L,no,central,Ingame,League,189,no,Goal,7,4,null,null,ST,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,4,1,1,1,1,1,1,normal,yes,3,important,no,Left,Club,League,53,Saved,Left,Red,White,yes,Saved,yes,0,0,2,0,1,0,2,4,0,8,0,2,0,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
1212,274,Lukaku,3,L,rechts geneigt,central,Ingame,WM-Quali,181,no,Saved,4,4,Group,null,ST,moving,0.05906214,0.1064394,0.03016255,0.1539831,0.2212813,0.1684371,4,1,1,1,1,1,1,normal,no,3,important,no,Left,National Team,WM-Quali,84,Goal,Left,Red,Yellow,no,Goal,no,0,3,2,0,0,0,1,4,1,1,0,1,0,2,0,2,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
1213,274,Lukaku,3,L,step left,clearly left,Shootout,Cup,188,no,Goal,7,4,3,Goal,ST,moving,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,6,1,1,1,1,1,1,normal,no,2,normal,no,Left,Club,Cup,null,Saved,Left,Red,Blue,no,Goal,no,0,1,1,1,0,0,2,4,0,7,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3
1214,274,Lukaku,3,L,no,central,Ingame,League,196,no,Goal,9,6,null,null,ST,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,6,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,72,Goal,Left,Turqoise,Red,no,Goal,no,0,0,2,0,1,0,2,6,0,15,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1215,274,Lukaku,3,L,links geneigt,central,Ingame,League,189,no,Goal,9,6,null,null,ST,moving,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,45,Goal,Left,Turqoise,Orange,yes,Goal,yes,0,1,2,0,1,0,2,6,0,8,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
1216,274,Lukaku,3,L,no,central,Ingame,League,187,yes,Goal,9,6,null,null,ST,still,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,90,Goal,Left,Turqoise,Black,no,Goal,no,0,0,2,0,1,1,2,6,0,6,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1217,274,Lukaku,3,L,no,central,Ingame,League,191,no,Goal,7,4,null,null,ST,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,71,Goal,Left,Blue-Black,Grey,no,Goal,no,0,0,2,0,1,0,2,4,0,10,0,2,0,2,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1218,274,Lukaku,3,L,no,central,Ingame,EL,182,no,Goal,7,4,last thirty-two,null,ST,still,0.05970869,0.1068182,0.03049274,0.1556688,0.2237036,0.1702809,6,1,1,1,1,1,1,normal,no,3,important,no,Right,Club,EL,90,Goal,Right,Blue-Black,Yellow,no,Goal,no,0,0,2,0,0,0,2,4,0,1,0,2,0,2,0,2,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1
1219,274,Lukaku,3,L,no,central,Ingame,League,189,no,Goal,9,6,null,null,ST,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,6,1,1,1,1,1,1,normal,no,3,unimportant,no,Left,Club,League,41,Goal,Right,Blue-Black,Orange,yes,Goal,yes,0,0,2,0,1,0,2,6,0,8,0,2,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1
1220,274,Lukaku,3,L,no,central,Ingame,League,189,no,Goal,9,6,null,null,ST,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,88,Goal,Left,Blue-Black,Black,no,Goal,no,0,0,2,0,1,0,2,6,0,8,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1221,274,Lukaku,3,L,no,central,Ingame,EL,192,no,Goal,7,4,Final,null,ST,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,4,1,1,1,1,1,1,normal,no,5,normal,no,Right,Club,EL,5,Goal,Left,Blue-Black,Yellow,no,Goal,no,0,0,2,0,0,0,2,4,0,11,0,2,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1222,274,Lukaku,3,L,no,central,Ingame,NL,185,no,Goal,7,4,Group,null,ST,still,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,6,1,1,1,1,1,1,strong,no,2,important,yes,Left,National Team,NL,16,Goal,Right,Red,Yellow,no,Goal,no,0,0,2,0,0,0,2,4,1,4,0,2,0,1,0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
1223,274,Lukaku,3,L,no,central,Ingame,NL,186,no,Goal,9,6,Group,null,ST,still,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,6,1,1,1,1,1,1,normal,no,2,important,no,Left,National Team,NL,38,Goal,Left,Blue-Black,Red,no,Goal,no,0,0,2,0,0,0,2,6,1,5,0,2,0,2,0,2,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1224,274,Lukaku,3,L,no,central,Ingame,League,192,no,Goal,9,6,null,null,ST,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,6,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,84,Goal,Left,Blue-Black,Yellow,yes,Goal,yes,0,0,2,0,1,0,2,6,0,11,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1225,274,Lukaku,3,L,no,central,Ingame,League,183,no,Goal,9,6,null,null,ST,still,0.06035525,0.107197,0.03082293,0.1573544,0.226126,0.1721248,4,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,73,Goal,Left,Blue-Black,Green,no,Goal,no,0,0,2,0,1,0,2,6,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1226,274,Lukaku,3,L,no,central,Ingame,League,192,no,Goal,7,4,null,null,ST,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,6,1,1,1,1,1,1,strong,no,3,important,no,Right,Club,League,71,Goal,Left,Blue-Black,Red,no,Goal,no,0,0,2,0,1,0,2,4,0,11,0,2,0,1,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1227,274,Lukaku,3,L,no,central,Ingame,Cup,198,no,Goal,9,6,Quarter-Final,null,ST,still,0.07005352,0.1128788,0.03577576,0.1826392,0.2624614,0.199783,1,1,1,1,1,1,1,strong,no,4,normal,yes,Left,Club,Cup,71,Goal,Right,Blue-Black,Green,no,Goal,no,0,0,2,0,0,0,2,6,0,16,0,2,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1
1228,274,Lukaku,3,L,no,central,Ingame,League,188,no,Goal,1,1,null,null,ST,still,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,4,1,1,1,1,1,1,strong,no,3,normal,no,Right,Club,League,22,Goal,Left,Blue-Black,Red,no,Goal,no,0,0,2,0,1,0,2,1,0,7,0,2,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1229,274,Lukaku,3,L,no,central,Ingame,League,192,no,Goal,7,4,null,null,ST,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,6,1,1,1,1,1,1,normal,no,3,unimportant,no,Right,Club,League,62,Goal,Right,Blue-Black,Black,yes,Goal,yes,0,0,2,0,1,0,2,4,0,11,0,2,0,2,0,3,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1
1230,274,Lukaku,3,L,no,central,Ingame,WM-Quali,191,no,Goal,9,6,Group,null,ST,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,6,1,1,1,1,1,1,normal,no,3,unimportant,no,Left,National Team,WM-Quali,73,Goal,Right,White,Black,no,Goal,no,0,0,2,0,0,0,2,6,1,10,0,2,0,2,0,3,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1
1231,274,Lukaku,3,L,no,central,Ingame,League,196,no,Goal,9,6,null,null,ST,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,4,1,1,1,1,1,1,normal,no,2,unimportant,yes,Left,Club,League,35,Goal,Left,Blue-Black,Yellow,yes,Goal,yes,0,0,2,0,1,0,2,6,0,15,0,2,0,2,0,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1232,274,Lukaku,3,L,step left,central,Ingame,EM,196,no,Goal,7,4,Quarter-Final,null,ST,moving,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,5,1,1,1,1,1,1,normal,no,4,important,yes,Center,National Team,EM,45,Goal,Left,Red,Green,yes,Goal,yes,0,1,2,0,0,0,2,4,0,15,0,1,0,2,0,2,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1233,275,Lukebakio,1,L,jumping on spot,central,Ingame,League,187,no,null,null,null,null,null,ST,moving,0.06294145,0.1087121,0.03214369,0.164097,0.2358154,0.1795003,4,1,1,1,1,1,1,strong,no,3,normal,no,null,Club,League,88,null,null,Red,Yellow,no,Goal,no,0,2,2,0,1,0,0,0,0,6,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1234,275,Lukebakio,1,L,no,central,Ingame,League,196,no,Goal,7,4,null,null,ST,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,43,null,null,Blue,Yellow,no,Goal,no,0,0,2,0,1,0,2,4,0,15,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1235,275,Lukebakio,1,L,no,central,Ingame,League,193,no,Goal,9,6,null,null,ST,still,0.06682076,0.1109848,0.03412482,0.1742109,0.2503496,0.1905636,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,35,Goal,Left,Red,Green,no,Goal,no,0,0,2,0,1,0,2,6,0,12,0,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
1236,275,Lukebakio,1,L,jumping on spot,central,Ingame,League,192,no,Goal,4,4,null,null,ST,moving,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,4,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,League,89,Goal,Left,Red,Blue,no,Goal,no,0,2,2,0,1,0,2,4,0,11,0,1,0,2,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1237,275,Lukebakio,1,L,links geneigt,slightly right,Ingame,League,192,no,Goal,7,4,null,null,ST,moving,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,League,58,Goal,Left,Blue,White,no,Missed,no,0,1,3,0,1,0,2,4,0,11,0,1,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1238,275,Lukebakio,1,L,step forward,central,Ingame,League,194,no,Missed,7,4,null,null,ST,moving,0.06746732,0.1113636,0.03445501,0.1758966,0.252772,0.1924075,6,1,1,1,1,1,1,normal,no,2,unimportant,yes,Left,Club,League,59,Goal,Right,White,Blue,no,Missed,no,0,2,2,0,1,0,1,4,0,13,0,1,0,2,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1
1239,275,Lukebakio,1,L,no,central,Ingame,League,190,no,Missed,9,6,null,null,ST,still,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,6,1,1,1,1,1,1,strong,no,3,normal,no,Left,Club,League,89,Missed,Left,Blue-White,Green,no,Goal,no,0,0,2,0,1,0,1,6,0,9,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
1240,275,Lukebakio,1,L,no,central,Ingame,League,195,no,Goal,9,6,null,null,ST,still,0.06811387,0.1117424,0.03478519,0.1775822,0.2551943,0.1942513,1,1,1,1,1,1,1,normal,no,4,important,yes,Left,Club,League,35,Missed,Left,Blue-White,Black,no,Goal,no,0,0,2,0,1,0,2,6,0,14,0,2,0,2,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2
1241,276,M.Fernandes,2,R,no,central,Shootout,WM,191,no,null,null,null,Quarter-Final,Saved,DF,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,4,1,1,1,1,1,1,strong,no,4,normal,no,null,National Team,WM,null,null,null,Red,Green,yes,Missed,yes,1,0,2,1,0,0,0,0,0,10,1,2,2,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1242,277,Maguire,2,R,no,central,Shootout,EM,196,no,null,null,null,Final,Saved,DF,still,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,3,1,1,1,1,1,1,strong,no,5,normal,yes,null,National Team,EM,null,null,null,White,Yellow,yes,Goal,yes,1,0,2,1,0,0,0,0,0,15,1,2,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1243,278,Malinovskiy,2,L,jumping left and right,central,Ingame,EM,188,no,null,null,null,Group,null,MF,moving,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,4,1,1,1,1,1,1,normal,yes,3,normal,no,null,National Team,EM,84,null,null,Yellow,Grey,no,Saved,no,0,4,2,0,0,0,0,0,1,7,0,1,0,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,279,Malli,1,R,no,central,Ingame,League,192,no,null,null,null,null,null,MF,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,6,1,1,1,1,1,1,normal,no,3,normal,no,null,Club,League,87,null,null,Green,Green,no,Goal,no,1,0,2,0,1,0,0,0,0,11,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1245,280,Marcelo,2,L,no,central,Shootout,WM,184,no,null,null,null,last sixteen,Saved,DF,still,0.0610018,0.1075758,0.03115312,0.1590401,0.2285484,0.1739687,3,1,1,1,1,1,1,normal,yes,4,important,no,null,National Team,WM,null,null,null,Yellow,Black,no,Goal,no,0,0,2,1,0,0,0,0,0,3,1,2,2,2,1,2,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1246,281,Margreiter,1,R,no,central,Shootout,Cup,190,no,null,null,null,2,Saved,DF,still,0.06488111,0.1098485,0.03313425,0.169154,0.2430825,0.185032,3,1,1,1,1,1,1,normal,no,3,important,no,null,Club,Cup,null,null,null,Red,Yellow,no,Goal,no,1,0,2,1,0,0,0,0,0,9,1,2,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1247,282,Mario MÃ_ller,1,L,no,central,Shootout,Cup,192,no,null,null,null,Quarter-Final,Goal,DF,still,0.06617421,0.1106061,0.03379463,0.1725253,0.2479272,0.1887197,2,1,1,1,1,1,1,normal,no,4,important,no,null,Club,Cup,null,null,null,Blue,Yellow,no,Goal,no,0,0,2,1,0,0,0,0,0,11,1,2,1,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1248,283,Martial,2,R,links geneigt,central,Shootout,Cup,184,no,null,null,null,last sixteen,Goal,ST,moving,0.0610018,0.1075758,0.03115312,0.1590401,0.2285484,0.1739687,1,1,1,1,1,1,1,normal,no,2,normal,yes,null,Club,Cup,null,null,null,White,Blue,no,Goal,no,1,1,2,1,0,0,0,0,0,3,0,1,1,2,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
1249,283,Martial,2,R,no,central,Shootout,Cup,195,no,Goal,1,1,Semi-Final,null,ST,still,0.06811387,0.1117424,0.03478519,0.1775822,0.2551943,0.1942513,1,1,1,1,1,1,1,normal,no,3,normal,yes,Left,Club,Cup,null,null,null,Red-White,Black,no,Goal,no,1,0,2,1,0,0,2,1,0,14,0,2,0,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1250,283,Martial,2,R,no,central,Ingame,Cup,188,no,Goal,1,1,last sixteen,null,ST,still,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,6,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,Cup,67,Goal,Left,Red-White,Yellow,yes,Goal,yes,1,0,2,0,0,0,2,1,0,7,0,2,0,2,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1251,283,Martial,2,R,no,central,Ingame,League,189,no,Goal,9,6,null,null,ST,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,6,1,1,1,1,1,1,normal,no,3,important,no,Left,Club,League,45,Goal,Left,Red-White,Purple,no,Goal,no,1,0,2,0,1,0,2,6,0,8,0,2,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1252,283,Martial,2,R,no,central,Ingame,League,186,no,Goal,6,6,null,null,ST,still,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,1,1,1,1,1,1,1,normal,yes,4,normal,no,Right,Club,League,48,Goal,Left,Blue,White,no,Saved,no,1,0,2,0,1,0,2,6,0,5,0,2,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1253,283,Martial,2,R,no,central,Ingame,EL,193,no,Saved,4,1,last sixteen,null,ST,still,0.06682076,0.1109848,0.03412482,0.1742109,0.2503496,0.1905636,4,1,1,1,1,1,1,normal,no,4,unimportant,yes,Left,Club,EL,32,Goal,Right,Red,Yellow,no,Goal,no,1,0,2,0,0,0,1,1,0,12,0,2,0,2,0,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
1254,283,Martial,2,R,no,central,Ingame,EL,191,no,Goal,4,4,Group,null,ST,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,4,1,1,1,1,1,1,normal,no,3,unimportant,no,Right,Club,EL,34,Saved,Left,Red,White,no,Goal,no,1,0,2,0,0,0,2,4,1,10,0,2,0,2,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3
1255,283,Martial,2,R,jumping on spot,central,Ingame,League,185,no,Goal,7,4,null,null,ST,moving,0.06164835,0.1079545,0.03148331,0.1607257,0.2309707,0.1758126,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,League,90,Goal,Right,Red,Yellow,no,Goal,no,1,2,2,0,1,0,2,4,0,4,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1
1256,283,Martial,2,R,no,central,Ingame,UCL,186,no,Goal,7,4,Group,null,ST,still,0.0622949,0.1083333,0.0318135,0.1624114,0.2333931,0.1776565,6,1,1,1,1,1,1,normal,no,3,important,no,Center,Club,UCL,19,Goal,Left,Grey,Blue,no,Goal,no,1,0,2,0,0,0,2,4,1,5,0,2,0,2,0,2,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1257,283,Martial,2,R,no,central,Ingame,UCL,189,no,Goal,9,6,Group,null,ST,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,4,1,1,1,1,1,1,weak,yes,3,normal,no,Left,Club,UCL,15,Goal,Center,Red,Yellow,no,Saved,no,1,0,2,0,0,0,2,6,1,8,0,2,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1
1258,283,Martial,2,R,jumping on spot,central,Shootout,Cup,188,yes,Saved,7,4,3,Goal,ST,moving,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,3,1,1,1,1,1,1,normal,no,2,normal,no,Left,Club,Cup,null,Goal,Left,Red,Blue,no,Goal,no,1,2,2,1,0,1,1,4,0,7,0,1,1,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1259,283,Martial,2,R,no,central,Ingame,League,188,no,Goal,3,3,null,null,ST,still,0.06358801,0.1090909,0.03247387,0.1657827,0.2382378,0.1813442,6,1,1,1,1,1,1,normal,no,3,important,yes,Right,Club,League,58,Saved,Left,Red,Yellow,no,Goal,no,1,0,2,0,1,0,2,3,0,7,0,2,0,2,0,2,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3
1260,283,Martial,2,R,rechts geneigt,central,Ingame,EL,196,no,Goal,9,6,Group,null,ST,moving,0.06876042,0.1121212,0.03511538,0.1792679,0.2576167,0.1960952,4,1,1,1,1,1,1,normal,no,3,normal,no,Left,Club,EL,43,Goal,Right,Red,Green,no,Goal,no,1,3,2,0,0,0,2,6,1,15,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1
1261,283,Martial,2,R,step left,slightly left,Ingame,League,193,no,Goal,7,4,null,null,ST,moving,0.06682076,0.1109848,0.03412482,0.1742109,0.2503496,0.1905636,6,1,1,1,1,1,1,normal,yes,3,normal,no,Right,Club,League,44,Goal,Left,Red,Blue,yes,Saved,yes,1,1,1,0,1,0,2,4,0,12,0,1,0,2,1,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1262,283,Martial,2,R,no,central,Ingame,UCL,191,no,Saved,9,6,Group,null,ST,still,0.06552766,0.1102273,0.03346444,0.1708396,0.2455049,0.1868758,4,1,1,1,1,1,1,normal,no,3,normal,no,Right,Club,UCL,87,Goal,Right,Red,Green,no,Goal,no,1,0,2,0,0,0,1,6,1,10,0,2,0,2,0,1,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1
1263,284,Masovic,1,R,jumping on spot,central,Shootout,Cup,194,no,null,null,null,2,Missed,DF,moving,0.06746732,0.1113636,0.03445501,0.1758966,0.252772,0.1924075,4,1,1,1,1,1,1,strong,no,3,normal,no,null,Club,Cup,null,null,null,Blue,White,no,Goal,no,1,2,2,1,0,0,0,0,0,13,1,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1264,285,Mata,2,L,no,central,Shootout,EL,189,no,null,null,null,Final,Goal,MF,still,0.06423456,0.1094697,0.03280406,0.1674683,0.2406602,0.1831881,1,1,1,1,1,1,1,normal,no,5,important,yes,null,Club,EL,null,null,null,Red,Orange,no,Goal,no,0,0,2,1,0,0,0,0,0,8,0,2,1,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
